"Group","Year","pcrGDP","src_pcrGDP","sd_src_pcrGDP","theta"
"High income",1961,10.1320509333017,3.12653750916252,2.48414903158313,1.41619336122704
"High income",1962,10.5629306302578,4.16470024798703,2.45903736688528,1.6117047190742
"High income",1963,10.9602426122332,3.69236558467572,2.42850582927877,1.77552096058747
"High income",1964,11.5162449825606,4.94842283299404,2.38285033006019,1.97132024800239
"High income",1965,11.9967075330727,4.08735941396379,2.3450063796646,2.11044013370216
"High income",1966,12.5506658359097,4.51414789274907,2.32742547878419,2.05599004260577
"High income",1967,12.9065550151062,2.79616041891608,2.32118874465526,1.96335949959639
"High income",1968,13.5394999331787,4.78760112313794,2.31439956355482,1.79580974012274
"High income",1969,14.130934769266,4.27550152005955,2.2981667344317,1.74457925184122
"High income",1970,14.4855556946377,2.47856444941679,2.28709778643855,1.73305679910699
"High income",1971,14.8693278535658,2.61485640018551,2.27666459982955,1.72369104975095
"High income",1972,15.5127012309103,4.23585646827678,2.25887434767849,1.73309488994473
"High income",1973,16.3092478273746,5.00731756779231,2.22840744478491,1.80733703399842
"High income",1974,16.3553083515256,0.282021616505324,2.22666942452117,1.80790575725646
"High income",1975,16.2739007973769,-0.498986798543344,2.23005181003848,1.80384850237477
"High income",1976,16.9126375912173,3.84984824565304,2.20626526794265,1.8044284548737
"High income",1977,17.4242887001095,2.98040062211133,2.1859209749604,1.81941279270402
"High income",1978,18.0554266092482,3.5581147606718,2.15859855760915,1.86340465701098
"High income",1979,18.6079268196936,3.01413802685642,2.13027856852943,1.9300412545894
"High income",1980,18.6751830891901,0.360787190852374,2.12724555697691,1.93708937813145
"High income",1981,18.8428657655675,0.893883333594969,2.12309685890731,1.92873337964598
"High income",1982,18.7040736739982,-0.739302461407165,2.12639115350032,1.93753863531085
"High income",1983,19.0819202237856,1.9999957950434,2.12020711040619,1.90238363553161
"High income",1984,19.8444796415164,3.91845631374199,2.11154877278221,1.84097662509396
"High income",1985,20.3678704481255,2.60328164821368,2.10240824453635,1.82175159902852
"High income",1986,20.8717829975767,2.44394697251709,2.0949089801823,1.80774870857556
"High income",1987,21.4834161551442,2.88831449148477,2.08665831253557,1.79786098614846
"High income",1988,22.3091193970724,3.77142405696023,2.0720364756135,1.80993968852081
"High income",1989,22.9431655538922,2.80245584951224,2.05643650690647,1.83871256373341
"High income",1990,23.225216725938,1.22185212959112,2.05077506914352,1.84953984055384
"High income",1991,23.3577318080831,0.568943975302139,2.0498880550495,1.84881407555262
"High income",1992,23.7659573462115,1.73261371372604,2.05078877615648,1.83294046073013
"High income",1993,24.0365004427693,1.13193336798396,2.05371114068355,1.81662129426586
"High income",1994,24.7413582761004,2.89027406761937,2.06253179447821,1.77422441148493
"High income",1995,25.3833915389911,2.56188162540409,2.06869612023121,1.74851858101477
"High income",1996,26.0806621504215,2.70990422030333,2.07440175715635,1.73053757969921
"High income",1997,26.9002322996891,3.09407963072474,2.07874454900176,1.72482661482371
"High income",1998,27.5573013788804,2.4132601066774,2.08086905162311,1.72951442430879
"High income",1999,28.4281029727427,3.11106738742226,2.08236162725561,1.74835010084605
"High income",2000,29.5141641067344,3.74920901394868,2.07806075855458,1.80484480971882
"High income",2001,29.8785503105033,1.22705547090329,2.07581103258053,1.82824162954343
"High income",2002,30.2683589403119,1.29620654647606,2.07548589784872,1.84753869720605
"High income",2003,30.859188024016,1.93316274876429,2.07691560395017,1.87377427613991
"High income",2004,31.811556621844,3.03951045592705,2.07805108972177,1.934254352687
"High income",2005,32.6128487172689,2.48767036065702,2.07606611981821,2.01095715641819
"High income",2006,33.5109618207177,2.71662606811605,2.06638941770554,2.11547229300276
"High income",2007,34.2838319249928,2.28012667561868,2.04873390360025,2.20709272183503
"High income",2008,34.3386102934591,0.159651502717217,2.04832283208089,2.21058462006015
"High income",2009,33.1789520301365,-3.43546857395287,2.07471293230188,2.0770462453992
"High income",2010,34.1346171203643,2.83963342987668,2.05170079714748,2.1902749621164
"High income",2011,34.8342986312491,2.02904600764793,2.04726322911481,2.22857916568527
"High income",2012,35.1325912055299,0.852672977911739,2.0483854565566,2.2356420225557
"High income",2013,35.425464603315,0.830167658228254,2.05166696113313,2.23456570369741
"High income",2014,35.9152323080053,1.37306031622253,2.05980698316159,2.2243744673983
"High income",2015,36.4891938164094,1.58546531513819,2.07144265826397,2.21016286591093
"High income",2016,36.7960159179338,0.837341928470359,2.07951268650596,2.19716401008611
"High income",2017,37.4827056932294,1.84900688711931,2.10000029238776,2.15425386796134
"High income",2018,38.15546204756,1.77892753339708,2.1166766640081,2.07242955290378
"High income",2019,38.6161455454771,1.20015469774537,2.13049555807813,2.01007969595631
"High income",2020,37.4361559504915,-3.10334933212846,2.09923503289616,2.15853160015003
"Low income",1961,0.980459831870801,-1.89168571478203,2.58356724840044,2.87121857909607
"Low income",1962,1.02382446432954,4.32786915400997,2.57514464348222,3.02405739330947
"Low income",1963,1.02875369286004,0.480297229031476,2.57413618547871,3.03624510955911
"Low income",1964,1.02819544206662,-0.0542794955548084,2.57424806011975,3.03533576686259
"Low income",1965,1.04311102009905,1.44023456974125,2.57134682547167,3.05189671700591
"Low income",1966,1.05891224690935,1.5034585675633,2.56832690943702,3.056396383182
"Low income",1967,1.06647400875603,0.711568895558041,2.56680742081943,3.04961253793096
"Low income",1968,1.08824759008029,2.02107989237558,2.56252358999773,2.99995818744873
"Low income",1969,1.12865807348047,3.64606944838029,2.55518403288168,2.88054334360716
"Low income",1970,1.13574093673264,0.625586420033286,2.55397159837165,2.85541349112993
"Low income",1971,1.1589552461728,2.02337037974111,2.55035051165452,2.76208827614037
"Low income",1972,1.13360920336741,-2.21124213690778,2.55434718659923,2.86345816501116
"Low income",1973,1.12276429343181,-0.961276443053119,2.55621841470191,2.89937156204775
"Low income",1974,1.11273028487414,-0.89770523619858,2.55801952397693,2.92976909198546
"Low income",1975,1.07662802679928,-3.29827517761551,2.56486499550853,3.03161337999415
"Low income",1976,1.07474459720888,-0.175091014038826,2.56521399513782,3.03554635892191
"Low income",1977,1.08134300524061,0.612074261192121,2.56388356712959,3.01965970699802
"Low income",1978,1.06529434894548,-1.49526470115248,2.56704702110583,3.05113221915546
"Low income",1979,1.05297700109534,-1.16297533623862,2.56949784176602,3.05680085517772
"Low income",1980,1.03852048013885,-1.38243065739866,2.57224995502053,3.04799777695085
"Low income",1981,1.02693756268468,-1.12159517540408,2.57450736110682,3.0325595924882
"Low income",1982,1.02316993425405,-0.36755464558519,2.57527647145727,3.02192278436919
"Low income",1983,1.01122596057587,-1.17421696957125,2.57769923903173,2.97909716157656
"Low income",1984,0.972925635825243,-3.86110445589199,2.58486823559669,2.84398385908884
"Low income",1985,0.941377934003449,-3.29629624040826,2.58926445157741,2.71104937962143
"Low income",1986,0.955416187407185,1.48023547424584,2.58727069980822,2.77998843489434
"Low income",1987,0.955078360706699,-0.0353653669768826,2.58731870116941,2.77869921644216
"Low income",1988,0.953496902824888,-0.165721339259374,2.58754840305696,2.77197379046851
"Low income",1989,0.949937950201247,-0.373950993418881,2.58807248947574,2.755554479387
"Low income",1990,0.906795890954712,-4.64792796295556,2.59305466902995,2.54915024081115
"Low income",1991,0.86548976602704,-4.66218370556149,2.59599631391458,2.38019437515066
"Low income",1992,0.809737682173124,-6.65852041515905,2.59809010946746,2.18323797952341
"Low income",1993,0.77462072303952,-4.43368261103019,2.59779105303838,2.0568175671898
"Low income",1994,0.75319665826811,-2.80471598761256,2.59719494962007,1.98560230729345
"Low income",1995,0.773884757750047,2.709661064783,2.59776684855835,2.0543030063901
"Low income",1996,0.791958532072033,2.30860612403265,2.5978776247623,2.11698316367296
"Low income",1997,0.808012294775249,2.00682427625649,2.59805978225307,2.17685770029325
"Low income",1998,0.811525811938844,0.433891942550182,2.59801152004519,2.18933808116162
"Low income",1999,0.811457065739911,-0.00847158647447887,2.5980144213314,2.18911584295863
"Low income",2000,0.809007395225751,-0.302342006161652,2.59807684895508,2.18061358296296
"Low income",2001,0.834254637809053,3.07306186612431,2.59712314717734,2.26377244524199
"Low income",2002,0.865511193165669,3.67816302613515,2.59599475342297,2.38027833820397
"Low income",2003,0.883007546067956,2.0013439377704,2.59470791490608,2.44849394892306
"Low income",2004,0.903883001768415,2.33661826830022,2.59324683085232,2.53660137155121
"Low income",2005,0.949133034453121,4.88490434196902,2.5881918425614,2.75154652495895
"Low income",2006,0.993178967054624,4.53619038476887,2.58122050277239,2.9153847374341
"Low income",2007,1.05660187549174,6.19023832928004,2.56881507689972,3.05726752158202
"Low income",2008,1.10575665798146,4.5471878212139,2.55930236092181,2.94979867494251
"Low income",2009,1.13965186199967,3.01929725723787,2.55332716063016,2.83936580254768
"Low income",2010,1.18228000070795,3.67219466059944,2.54705713272567,2.68016618259295
"Low income",2011,1.21422313845718,2.66597019154954,2.54279426290218,2.58539347284321
"Low income",2012,1.22349401919794,0.760623553778619,2.54182882928075,2.55495186173033
"Low income",2013,1.27216887999846,3.90125077839111,2.53734081538131,2.41459148411737
"Low income",2014,1.32081652040189,3.752689802149,2.5338920789725,2.27785454293141
"Low income",2015,1.34576851896238,1.87151180150458,2.53247440641414,2.21325067497445
"Low income",2016,1.36477117003392,1.40215341467518,2.53153617820261,2.16778361793459
"Low income",2017,1.39192395022789,1.97001533799844,2.53032671131211,2.10870589492469
"Low income",2018,1.40405806426182,0.867973409751882,2.52983611233086,2.08281471468085
"Low income",2019,1.42783379799614,1.67918081255942,2.52894898570547,2.03037561138669
"Low income",2020,1.40614471932278,-1.53067512772812,2.52976486125939,2.07814600703169
"Lower-middle income",1961,1.21017124705023,1.45995165371838,2.54329193554732,2.59701074685905
"Lower-middle income",1962,1.21379663455609,0.299128568215251,2.54284296689784,2.58672087548635
"Lower-middle income",1963,1.24789312172978,2.77034648756894,2.53950086287282,2.47999167572659
"Lower-middle income",1964,1.29296567819983,3.54819284813778,2.5357041350528,2.35556272057213
"Lower-middle income",1965,1.27783147004944,-1.17740779328778,2.53688305634611,2.39884120570205
"Lower-middle income",1966,1.27370169159328,-0.323709848219636,2.53720985438215,2.41053844688938
"Lower-middle income",1967,1.29180126290225,1.41101935389568,2.53578460826178,2.35895069650684
