Year_IC,Year,Method,Entity,projpcgdpthousand2005usd,Scenario,projpcgdpgrowth,EntityScenario,Code,database,pcgdpthousand2005usd,pcgdpgrowth,pcgdpgrowtherror,pcgdperror,pcgdperrorpct
1980,1980,Kuznets,High income,18.6751830891901,Kuznets 1980,NA,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,18.675183089190117,0.3607871908523741,NA,-1.7763568394002505e-14,-9.511857693263908e-14
1980,1981,Kuznets,High income,19.1618833994654,Kuznets 1980,2.5727531278934013,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,18.842865765567492,0.8938833335949692,1.678869794298432,0.31901763389790716,1.693042013178611
1980,1982,Kuznets,High income,19.6453286573637,Kuznets 1980,2.4916516470563366,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,18.704073673998153,-0.7393024614071653,3.230954108463502,0.9412549833655461,5.032352843402509
1980,1983,Kuznets,High income,20.1248371471865,Kuznets 1980,2.41151485136033,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,19.081920223785595,1.9999957950433966,0.41151905631693353,1.042916923400906,5.465471562452667
1980,1984,Kuznets,High income,20.5997398319774,Kuznets 1980,2.3323714993503053,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,19.844479641516447,3.9184563137419914,-1.5860848143916861,0.7552601904609517,3.8058956652150204
1980,1985,Kuznets,High income,21.069462725394,Kuznets 1980,2.254628178416551,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,20.36787044812545,2.6032816482136845,-0.3486534697971333,0.7015922772685492,3.444603003811427
1980,1986,Kuznets,High income,21.5334622923529,Kuznets 1980,2.1783382927183847,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,20.8717829975767,2.443946972517086,-0.2656086797987012,0.6616792947761994,3.170209726945815
1980,1987,Kuznets,High income,21.9912025999312,Kuznets 1980,2.1034380651478557,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,21.48341615514422,2.888314491484767,-0.7848764263369112,0.50778644478698,2.3636205765412694
1980,1988,Kuznets,High income,22.4421635412497,Kuznets 1980,2.0298998938160118,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,22.309119397072365,3.7714240569602264,-1.7415241631442147,0.13304414417733312,0.5963666328971845
1980,1989,Kuznets,High income,22.8858556898393,Kuznets 1980,1.9577573765832579,High income Kuznets Kuznets 1980,WBGroups,Kuznets Hindcasts,22.94316555389219,2.802455849512242,-0.8446984729289841,-0.057309864052889736,-0.24979057017337963
