"Last_Year","Year_IC","Year","Method","Income","pcGDP"
1980,1980,1980,"Kuznets","High income",18.6751830891901
1980,1980,1981,"Kuznets","High income",19.1618833994654
1980,1980,1982,"Kuznets","High income",19.6453286573637
1980,1980,1983,"Kuznets","High income",20.1248371471865
1980,1980,1984,"Kuznets","High income",20.5997398319774
1980,1980,1985,"Kuznets","High income",21.069462725394
1980,1980,1986,"Kuznets","High income",21.5334622923529
1980,1980,1987,"Kuznets","High income",21.9912025999312
1980,1980,1988,"Kuznets","High income",22.4421635412497
1980,1980,1989,"Kuznets","High income",22.8858556898393
1980,1980,1990,"Kuznets","High income",23.3218750537314
1980,1980,1991,"Kuznets","High income",23.7499979807708
1980,1980,1992,"Kuznets","High income",24.17001681385
1980,1980,1993,"Kuznets","High income",24.5816802146653
1980,1980,1994,"Kuznets","High income",24.9847216297001
1980,1980,1995,"Kuznets","High income",25.3788976783151
1980,1980,1996,"Kuznets","High income",25.7640098542749
1980,1980,1997,"Kuznets","High income",26.1398976625367
1980,1980,1998,"Kuznets","High income",26.5064280585881
1980,1980,1999,"Kuznets","High income",26.8634991751865
1980,1980,2000,"Kuznets","High income",27.2110424370387
1980,1980,2001,"Kuznets","High income",27.5490210415356
1980,1980,2002,"Kuznets","High income",27.8774278489817
1980,1980,2003,"Kuznets","High income",28.1962793756157
1980,1980,2004,"Kuznets","High income",28.5056104642252
1980,1980,2005,"Kuznets","High income",28.80547384094
1980,1980,2006,"Kuznets","High income",29.0959426185782
1980,1980,2007,"Kuznets","High income",29.3771104893079
1980,1980,2008,"Kuznets","High income",29.6490898218215
1980,1980,2009,"Kuznets","High income",29.9120147758998
1980,1980,2010,"Kuznets","High income",30.1660504285338
1980,1980,2011,"Kuznets","High income",30.411373466298
1980,1980,2012,"Kuznets","High income",30.6481592072091
1980,1980,2013,"Kuznets","High income",30.876586344489
1980,1980,2014,"Kuznets","High income",31.096837880007
1980,1980,2015,"Kuznets","High income",31.3091003982585
1980,1980,2016,"Kuznets","High income",31.513563404939
1980,1980,2017,"Kuznets","High income",31.7104188302143
1980,1980,2018,"Kuznets","High income",31.8998605558762
1980,1980,2019,"Kuznets","High income",32.0820851839903
1980,1980,2020,"Kuznets","High income",32.2572950761768
1980,1980,2021,"Kuznets","High income",32.4256978555512
1980,1980,2022,"Kuznets","High income",32.5875045117803
1980,1980,2023,"Kuznets","High income",32.7429273689136
1980,1980,2024,"Kuznets","High income",32.8921724077104
1980,1980,2025,"Kuznets","High income",33.0354313529132
1980,1980,2026,"Kuznets","High income",33.1728833743591
1980,1980,2027,"Kuznets","High income",33.3046986718078
1980,1980,2028,"Kuznets","High income",33.4310507697447
1980,1980,2029,"Kuznets","High income",33.5521258351032
1980,1980,2030,"Kuznets","High income",33.6681176797855
1980,1980,2031,"Kuznets","High income",33.7792172016581
1980,1980,2032,"Kuznets","High income",33.8856085591188
1980,1980,2033,"Kuznets","High income",33.9874695020618
1980,1980,2034,"Kuznets","High income",34.0849717479267
1980,1980,2035,"Kuznets","High income",34.1782813479516
1980,1980,2036,"Kuznets","High income",34.2675628595028
1980,1980,2037,"Kuznets","High income",34.3529892168776
1980,1980,2038,"Kuznets","High income",34.4347254767295
1980,1980,2039,"Kuznets","High income",34.5129202588858
1980,1980,2040,"Kuznets","High income",34.587716451838
1980,1980,2041,"Kuznets","High income",34.6592520764099
1980,1980,2042,"Kuznets","High income",34.7276603748711
1980,1980,2043,"Kuznets","High income",34.7930699054934
1980,1980,2044,"Kuznets","High income",34.8556046419671
1980,1980,2045,"Kuznets","High income",34.9153841196341
1980,1980,2046,"Kuznets","High income",34.9725237058995
1980,1980,2047,"Kuznets","High income",35.0271347231348
1980,1980,2048,"Kuznets","High income",35.0793244865895
1980,1980,2049,"Kuznets","High income",35.1291963561153
1980,1980,2050,"Kuznets","High income",35.176849792852
1980,1980,2051,"Kuznets","High income",35.2223803275314
1980,1980,2052,"Kuznets","High income",35.2658795605882
1980,1980,2053,"Kuznets","High income",35.3074353076186
1980,1980,2054,"Kuznets","High income",35.3471317535567
1980,1980,2055,"Kuznets","High income",35.3850495990845
1980,1980,2056,"Kuznets","High income",35.4212662000018
1980,1980,2057,"Kuznets","High income",35.4558557010323
1980,1980,2058,"Kuznets","High income",35.4888891753174
1980,1980,2059,"Kuznets","High income",35.520434757377
1980,1980,2060,"Kuznets","High income",35.5505577535127
1980,1980,2061,"Kuznets","High income",35.5793207467237
1980,1980,2062,"Kuznets","High income",35.6067836986818
1980,1980,2063,"Kuznets","High income",35.6330040487817
1980,1980,2064,"Kuznets","High income",35.6580368102891
1980,1980,2065,"Kuznets","High income",35.6819346636069
1980,1980,2066,"Kuznets","High income",35.7047480466896
1980,1980,2067,"Kuznets","High income",35.7265252426371
1980,1980,2068,"Kuznets","High income",35.7473124645018
1980,1980,2069,"Kuznets","High income",35.7671539373497
1980,1980,2070,"Kuznets","High income",35.7860919776164
1980,1980,2071,"Kuznets","High income",35.8041670698037
1980,1980,2072,"Kuznets","High income",35.8214179405654
1980,1980,2073,"Kuznets","High income",35.8378816302317
1980,1980,2074,"Kuznets","High income",35.8535935618257
1980,1980,2075,"Kuznets","High income",35.8685876076269
1980,1980,2076,"Kuznets","High income",35.8828961533377
1980,1980,2077,"Kuznets","High income",35.8965501599099
1980,1980,2078,"Kuznets","High income",35.9095792230915
1980,1980,2079,"Kuznets","High income",35.9220116307566
1980,1980,2080,"Kuznets","High income",35.9338744183469
1980,1980,2081,"Kuznets","High income",35.9451934225479
1980,1980,2082,"Kuznets","High income",35.9559933322166
1980,1980,2083,"Kuznets","High income",35.9662977371375
1980,1980,2084,"Kuznets","High income",35.9761291749187
1980,1980,2085,"Kuznets","High income",35.9855091760807
1980,1980,2086,"Kuznets","High income",35.9944583073867
1980,1980,2087,"Kuznets","High income",36.0029962134676
1980,1980,2088,"Kuznets","High income",36.0111416567919
1980,1980,2089,"Kuznets","High income",36.0189125560325
1980,1980,2090,"Kuznets","High income",36.0263260228822
1980,1980,2091,"Kuznets","High income",36.0333983973701
1980,1980,2092,"Kuznets","High income",36.0401452817275
1980,1980,2093,"Kuznets","High income",36.0465815728556
1980,1980,2094,"Kuznets","High income",36.0527214934429
1980,1980,2095,"Kuznets","High income",36.0585786217822
1980,1980,2096,"Kuznets","High income",36.0641659203335
1980,1980,2097,"Kuznets","High income",36.0694957630793
1980,1980,2098,"Kuznets","High income",36.0745799617193
1980,1980,2099,"Kuznets","High income",36.0794297907465
1980,1980,2100,"Kuznets","High income",36.0840560114496
1980,1980,1980,"Kuznets","Low income",1.03852048013885
1980,1980,1981,"Kuznets","Low income",1.0750523542751
1980,1980,1982,"Kuznets","Low income",1.11321530559457
1980,1980,1983,"Kuznets","Low income",1.15312246056551
1980,1980,1984,"Kuznets","Low income",1.19490717452741
1980,1980,1985,"Kuznets","Low income",1.23870796339871
1980,1980,1986,"Kuznets","Low income",1.28468715789044
1980,1980,1987,"Kuznets","Low income",1.33300421374998
1980,1980,1988,"Kuznets","Low income",1.38382762380164
1980,1980,1989,"Kuznets","Low income",1.4373316176501
1980,1980,1990,"Kuznets","Low income",1.49372408757035
1980,1980,1991,"Kuznets","Low income",1.55320428118379
1980,1980,1992,"Kuznets","Low income",1.61596415272902
1980,1980,1993,"Kuznets","Low income",1.68220635516875
1980,1980,1994,"Kuznets","Low income",1.75214454583904
1980,1980,1995,"Kuznets","Low income",1.82600364808981
1980,1980,1996,"Kuznets","Low income",1.90402005875419
1980,1980,1997,"Kuznets","Low income",1.98644179028665
1980,1980,1998,"Kuznets","Low income",2.07352853544123
1980,1980,1999,"Kuznets","Low income",2.1655516414522
1980,1980,2000,"Kuznets","Low income",2.26279397986715
1980,1980,2001,"Kuznets","Low income",2.36554969750763
1980,1980,2002,"Kuznets","Low income",2.47412383354287
1980,1980,2003,"Kuznets","Low income",2.58883178740627
1980,1980,2004,"Kuznets","Low income",2.70999862231879
1980,1980,2005,"Kuznets","Low income",2.83795818956125
1980,1980,2006,"Kuznets","Low income",2.97305205941593
1980,1980,2007,"Kuznets","Low income",3.11562824592872
1980,1980,2008,"Kuznets","Low income",3.26603971437496
1980,1980,2009,"Kuznets","Low income",3.42464266258407
1980,1980,2010,"Kuznets","Low income",3.5917945701184
1980,1980,2011,"Kuznets","Low income",3.7678520127231
1980,1980,2012,"Kuznets","Low income",3.95316824346117
1980,1980,2013,"Kuznets","Low income",4.14809054649277
1980,1980,2014,"Kuznets","Low income",4.35295737450011
1980,1980,2015,"Kuznets","Low income",4.56809528621901
1980,1980,2016,"Kuznets","Low income",4.79381570631123
1980,1980,2017,"Kuznets","Low income",5.03041153576467
1980,1980,2018,"Kuznets","Low income",5.27815364698352
1980,1980,2019,"Kuznets","Low income",5.53728730354766
1980,1980,2020,"Kuznets","Low income",5.80802855008285
1980,1980,2021,"Kuznets","Low income",6.09056062258251
1980,1980,2022,"Kuznets","Low income",6.38503043364861
1980,1980,2023,"Kuznets","Low income",6.6915451902689
1980,1980,2024,"Kuznets","Low income",7.01016920373341
1980,1980,2025,"Kuznets","Low income",7.34092095195289
1980,1980,2026,"Kuznets","Low income",7.68377045365109
1980,1980,2027,"Kuznets","Low income",8.03863701157893
1980,1980,2028,"Kuznets","Low income",8.40538737801318
1980,1980,2029,"Kuznets","Low income",8.78383439038053
1980,1980,2030,"Kuznets","Low income",9.17373611797488
1980,1980,2031,"Kuznets","Low income",9.57479555255375
1980,1980,2032,"Kuznets","Low income",9.98666086630502
1980,1980,2033,"Kuznets","Low income",10.408926250512
1980,1980,2034,"Kuznets","Low income",10.8411333374954
1980,1980,2035,"Kuznets","Low income",11.2827731973836
1980,1980,2036,"Kuznets","Low income",11.7332888902846
1980,1980,2037,"Kuznets","Low income",12.1920785438218
1980,1980,2038,"Kuznets","Low income",12.6584989160726
1980,1980,2039,"Kuznets","Low income",13.1318693949878
1980,1980,2040,"Kuznets","Low income",13.6114763776279
1980,1980,2041,"Kuznets","Low income",14.0965779662257
1980,1980,2042,"Kuznets","Low income",14.5864089133232
1980,1980,2043,"Kuznets","Low income",15.0801857451205
1980,1980,2044,"Kuznets","Low income",15.5771119907527
1980,1980,2045,"Kuznets","Low income",16.0763834454434
1980,1980,2046,"Kuznets","Low income",16.5771933972966
1980,1980,2047,"Kuznets","Low income",17.078737750751
1980,1980,2048,"Kuznets","Low income",17.5802199842716
